pokemonName,abilityName
Clauncher,Water Sport
Clawitzer,Max Geyser
Helioptile,Thunder Shock
Heliolisk,Fusion Bolt
Tyrunt,Rock Slide
Tyrantrum,Splintered Stormshards
Amaura,G-Max Volcalith
Aurorus,Rollout
Sylveon,Geomancy
Hawlucha,Focus Blast
Dedenne,Eerie Impulse
Carbink,Head Smash
Goomy,Draco Meteor
Hisuian Sliggoo,Roar Of Time
Sliggoo,Dual Chop
Goodra,Dragon Pulse
Hisuian Goodra,Clangorous Soul
Klefki,Sunsteel Strike
Phantump,Shadow Claw
Trevenant,Shadow Sneak
Pumpkaboo Super Size,Spirit Shackle
Pumpkaboo Large Size,Max Phantasm
Pumpkaboo Small Size,Nightmare
Pumpkaboo Average Size,Spite
Gourgeist Super Size,Night Shade
Gourgeist Large Size,Poltergeist
Gourgeist Small Size,G-Max Terror
Gourgeist Average Size,Grudge
Bergmite,Mist
Hisuian Avalugg,Haze
Avalugg,Avalanche
Noibat,G-Max Wind Rage
Noivern,Peck
Xerneas,Misty Explosion
Yveltal,False Surrender
Zygarde Complete Forme,Core Enforcer
Zygarde 10% Forme,Dual Chop
Zygarde 50% Forme,Breaking Swipe
Mega Diancie,Ancient Power
Diancie,Rock Wrecker
Hoopa Unbound,Genesis Supernova
Hoopa Confined,Meditate
Volcanion,Flame Wheel
Rowlet,Leaf Storm
Dartrix,Power Whip
Hisuian Decidueye,Trop Kick
Decidueye,Strength Sap
Litten,Flame Charge
Torracat,Fire Punch
Incineroar,G-Max Wildfire
Popplio,Surf
Brionne,Dive
Primarina,Brine
Pikipek,Secret Power
Trumbeak,Baton Pass
Toucannon,Hyper Beam
Yungoos,Hyper Fang
Gumshoos,Present
Grubbin,Sticky Web
Charjabug,Silver Wind
Vikavolt,Leech Life
Crabrawler,Dynamic Punch
Crabominable,Arm Thrust
Oricorio Pa'u Style,Extrasensory
Oricorio Pom-Pom Style,Electric Terrain
Oricorio Sensu Style,Astral Barrage
Oricorio Baile Style,Sacred Fire
Cutiefly,Powder
Ribombee,Leech Life
Rockruff,Ancient Power
Own Tempo Rockruff,Ancient Power
Lycanroc Midday Form,Wide Guard
Lycanroc Midnight Form,Rock Slide
Lycanroc Dusk Form,Rollout
Wishiwashi Solo Form,Sparkling Aria
Wishiwashi School Form,Water Pulse
Mareanie,Acid
Toxapex,Belch
Mudbray,Precipice Blades
Mudsdale,Mud Slap
Dewpider,Liquidation
Araquanid,Hydro Pump
Fomantis,Strength Sap
Lurantis,Energy Ball
Morelull,Leaf Tornado
Shiinotic,Max Overgrowth
Salandit,Cross Poison
Salazzle,G-Max Malodor
Stufful,Mega Punch
Bewear,Body Slam
Bounsweet,Synthesis
Steenee,Leaf Tornado
Tsareena,Leaf Storm
Comfey,Spirit Break
Oranguru,Bind
Passimian,Secret Sword
Wimpod,Rage Powder
Golisopod,String Shot
Sandygast,Spite
Palossand,Shadow Bone
Pyukumuku,Razor Shell
Type: Null,Stomp
Silvally,Morning Sun
Minior Meteor Form,Head Smash
Minior Core Form,G-Max Volcalith
Komala,Endure
Turtonator,Fire Fang
Togedemaru,Pika Papow
Mimikyu,Soul Stealing 7 Star Strike
Bruxish,Splishy Splash
Drampa,Block
Dhelmise,Ominous Wind
Jangmo-o,Clangorous Soul
Hakamo-o,Dragon Darts
Kommo-o,Dynamax Cannon
Tapu Koko,Electrify
Tapu Lele,Freezing Glare
Tapu Bulu,Wood Hammer
Tapu Fini,G-Max Rapid Flow
Cosmog,Amnesia
Cosmoem,Eerie Spell
Solgaleo,Expanding Force
Lunala,Luster Purge
Nihilego,Rock Polish
Buzzwole,U Turn
Pheromosa,Skitter Smack
Xurkitree,Spark
Celesteela,Shift Gear
Kartana,Trop Kick
Guzzlord,Knock Off
Dusk Mane Necrozma,G-Max Gravitas
Necrozma,Psycho Cut
Dawn Wings Necrozma,Power Swap
Ultra Necrozma,Heart Stamp
Magearna,Behemoth Bash
Marshadow,Storm Throw
Poipole,Sludge Bomb
Naganadel,Poison Tail
Stakataka,Meteor Beam
Blacephalon,Lava Plume
Zeraora,Magnetic Flux
Meltan,Metal Sound
Melmetal Gigantamax,Meteor Mash
Melmetal,Smart Strike
Grookey,Spore
Thwackey,Bullet Seed
Rillaboom Gigantamax,Synthesis
Rillaboom,Wood Hammer
Scorbunny,G-Max Centiferno
Raboot,Heat Wave
Cinderace Gigantamax,Fire Punch
Cinderace,Flame Wheel
Sobble,Scald
Drizzile,Water Shuriken
Inteleon Gigantamax,Withdraw
Inteleon,Brine
Skwovet,Swagger
Greedent,Tackle
Rookidee,Aeroblast
Corvisquire,G-Max Wind Rage
Corviknight,Feather Dance
Corviknight Gigantamax,Fly
Blipbug,Attack Order
Dottler,Bug Bite
Orbeetle,Megahorn
Orbeetle Gigantamax,Heal Order
Nickit,Hyperspace Fury
Thievul,Quash
Gossifleur,Grav Apple
Eldegoss,Horn Leech
Wooloo,Hyper Fang
Dubwool,Lovely Kiss
Chewtle,Aqua Jet
Drednaw Gigantamax,Fishious Rend
Drednaw,Surf
Yamper,G-Max Stun Shock
Boltund,Catastropika
Rolycoly,Max Rockfall
Carkol,Rock Throw
Coalossal Gigantamax,Stone Edge
Coalossal,Wide Guard
Applin,Sleep Powder
Flapple,Jungle Healing
Flapple Gigantamax,Jungle Healing
Appletun,Grassy Terrain
Appletun Gigantamax,Mega Drain
Silicobra,Mud Bomb
Sandaconda Gigantamax,Thousand Arrows
Sandaconda,High Horsepower
Cramorant,Air Cutter
Arrokuda,Surging Strikes
Barraskewda,Water Shuriken
Toxel,Parabolic Charge
Toxtricity Amped Form,Buzzy Buzz
Toxtricity Low Key Form,Thunder Wave
Sizzlipede,Searing Shot
Centiskorch Gigantamax,Magma Storm
Centiskorch,Mind Blown
Clobbopus,Body Press
Grapploct,Mach Punch
Sinistea,Soul Stealing 7 Star Strike
Polteageist,Confuse Ray
Hatenna,Luster Purge
Hattrem,Prismatic Laser
Hatterene,Power Trick
Hatterene Gigantamax,Magic Room
Impidimp,Payback
Morgrem,Topsy Turvy
Grimmsnarl Gigantamax,Flatter
Grimmsnarl,Torment
Obstagoon,Power Trip
Perrserker,Searing Sunraze Smash
Cursola,Shadow Force
Sirfetch'd,Octolock
Mr. Rime,Sheer Cold
Runerigus,Spikes
Milcery,Fairy Wind
Alcremie,Sparkly Swirl
Alcremie Gigantamax,Floral Healing
Falinks,Karate Chop
Pincurchin,Spark
Snom,Ice Ball
Frosmoth,Freeze Shock
Stonjourner,Diamond Storm
Eiscue Noice Face,Powder Snow
Eiscue Ice Face,Ice Burn
Indeedee Female,Extrasensory
Indeedee Male,Ally Switch
Morpeko Hangry Mode,Catastropika
Morpeko Full Belly Mode,Catastropika
Cufant,Steel Wing
Copperajah Gigantamax,G-Max Steelsurge
Copperajah,G-Max Steelsurge
Dracozolt,Discharge
Arctozolt,G-Max Stun Shock
Dracovish,G-Max Rapid Flow
Arctovish,Bubble Beam
Duraludon,G-Max Meltdown
Duraludon Gigantamax,Behemoth Bash
Dreepy,Dragon Pulse
Drakloak,Draco Meteor
Dragapult,Breaking Swipe
Zacian Hero of Many Battles,Misty Terrain
Zacian Crowned Sword,Strange Steam
Zamazenta Crowned Shield,Secret Sword
Zamazenta Hero of Many Battles,Storm Throw
Eternatus Eternamax,Poison Jab
Eternatus,Sludge Bomb
Kubfu,Revenge
Urshifu (Single Strike) Gigantamax,Cross Chop
Urshifu (Rapid Strike) Gigantamax,Sky Uppercut
Urshifu Single Strike Style,Karate Chop
Urshifu Rapid Strike Style,Low Kick
Zarude,Topsy Turvy
Regieleki,Stoked Sparksurfer
Regidrago,Clangorous Soul
Glastrier,Ice Ball
Spectrier,Lick
Calyrex,Trick
Calyrex Shadow Rider,Trick Room
Calyrex Ice Rider,Amnesia
Bulbasaur,Petal Dance
Ivysaur,Sleep Powder
Venusaur,Grass Pledge
Mega Venusaur,Leaf Storm
Venusaur Gigantamax,Solar Beam
Charmander,G-Max Centiferno
Charmeleon,Searing Shot
Mega Charizard Y,Sunny Day
Charizard Gigantamax,Max Flare
Mega Charizard X,Burn Up
Charizard,Pyro Ball
Squirtle,Water Pulse
Wartortle,Crabhammer
Blastoise Gigantamax,G-Max Stonesurge
Blastoise,Octazooka
Mega Blastoise,Flip Turn
Caterpie,Steamroller
Metapod,Steamroller
Butterfree Gigantamax,Leech Life
Butterfree,Twineedle
Weedle,Leech Life
Kakuna,Bug Buzz
Beedrill,Leech Life
Mega Beedrill,Tail Glow
Pidgey,Return
Pidgeotto,Growl
Pidgeot,Leer
Mega Pidgeot,Max Strike
Rattata,Techno Blast
Alolan Rattata,Throat Chop
Raticate,Sharpen
Alolan Raticate,Assurance
Spearow,Growl
Fearow,Sharpen
Ekans,Belch
Arbok,Poison Sting
Pikachu Gigantamax,Volt Switch
Pikachu,Thunderbolt
Partner Pikachu,Overdrive
Alolan Raichu,Max Lightning
Raichu,Plasma Fists
Alolan Sandshrew,Glacial Lance
Sandshrew,Bone Rush
Sandslash,Sand Tomb
Alolan Sandslash,Icy Wind
Nidoran♀,Poison Gas
Nidorina,Smog
Nidoqueen,Sludge Wave
Nidoran♂,Sludge
Nidorino,Poison Sting
Nidoking,Poison Gas
Clefairy,Sweet Kiss
Clefable,Disarming Voice
Vulpix,Burning Jealousy
Alolan Vulpix,G-Max Resonance
Ninetales,Magma Storm
Alolan Ninetales,Glaciate
Jigglypuff,Multi Attack
Wigglytuff,Headbutt
Zubat,Sludge Wave
Golbat,Sludge
Oddish,Power Whip
Gloom,Max Overgrowth
Vileplume,Cotton Spore
Paras,Fury Cutter
Parasect,Twineedle
Venonat,G-Max Befuddle
Venomoth,Pollen Puff
Alolan Diglett,Precipice Blades
Diglett,Mud Sport
Alolan Dugtrio,Earth Power
Dugtrio,Earthquake
Meowth,Mega Kick
Alolan Meowth,G-Max One Blow
Galarian Meowth,Shift Gear
Meowth Gigantamax,Spit Up
Persian,Simple Beam
Alolan Persian,Malicious Moonsault
Psyduck,Fishious Rend
Golduck,Water Sport
Mankey,Flying Press
Primeape,Seismic Toss
Hisuian Growlithe,Fiery Dance
Growlithe,Will O Wisp
Hisuian Arcanine,Shell Trap
Arcanine,V Create
Poliwag,Water Pledge
Poliwhirl,Snipe Shot
Poliwrath,Withdraw
Abra,Max Mindstorm
Kadabra,Heal Pulse
Alakazam,Photon Geyser
Mega Alakazam,Calm Mind
Machop,Revenge
Machoke,Thunderous Kick
Machamp Gigantamax,Low Kick
Machamp,Reversal
Bellsprout,Sappy Seed
Weepinbell,Leaf Blade
Victreebel,Leaf Blade
Tentacool,Surf
Tentacruel,Water Pledge
Geodude,Rock Polish
Alolan Geodude,Wide Guard
Graveler,Rock Blast
Alolan Graveler,Rock Wrecker
Golem,Power Gem
Alolan Golem,Meteor Beam
Ponyta,Blast Burn
Galarian Ponyta,Psychic
Rapidash,Flame Burst
Galarian Rapidash,Light That Burns The Sky
Galarian Slowpoke,Teleport
Slowpoke,Octazooka
Mega Slowbro,G-Max Hydrosnipe
Galarian Slowbro,Poison Fang
Slowbro,Water Sport
Magnemite,Thunder Punch
Magneton,Overdrive
Farfetch'd,Defense Curl
Galarian Farfetch'd,Jump Kick
Doduo,Growth
Dodrio,Wrap
Seel,Clamp
Dewgong,Bubble Beam
Grimer,Sludge Wave
Alolan Grimer,Poison Powder
Alolan Muk,Acid
Muk,Toxic
Shellder,Whirlpool
Cloyster,Hydro Pump
Gastly,Soul Stealing 7 Star Strike
Haunter,Ominous Wind
Gengar,Ominous Wind
Gengar Gigantamax,Max Phantasm
Mega Gengar,Ominous Wind
Onix,Rock Polish
Drowzee,Psycho Boost
Hypno,Stored Power
Krabby,Aqua Ring
Kingler Gigantamax,Surging Strikes
Kingler,Hydro Pump
Hisuian Voltorb,Thunderbolt
Voltorb,Electrify
Hisuian Electrode,Charge
Electrode,Thunder
Exeggcute,Solar Beam
Alolan Exeggutor,Strength Sap
Exeggutor,Wood Hammer
Cubone,Mud Sport
Alolan Marowak,Sizzly Slide
Marowak,Fissure
Hitmonlee,Close Combat
Hitmonchan,Octolock
Lickitung,Laser Focus
Koffing,G-Max Malodor
Weezing,Belch
Galarian Weezing,Corrosive Gas
Rhyhorn,Bone Club
Rhydon,Magnitude
Chansey,Me First
Tangela,Vine Whip
Kangaskhan,Entrainment
Mega Kangaskhan,Tail Whip
Horsea,Aqua Ring
Seadra,Water Spout
Goldeen,Splishy Splash
Seaking,Water Shuriken
Staryu,Surf
Starmie,Surging Strikes
Mime Galarian Mr. Mime,Freeze Shock
Mr. Mime,Speed Swap
Scyther,Leech Life
Jynx,Ice Shard
Electabuzz,Thunder Fang
Magmar,Flame Charge
Mega Pinsir,Bug Buzz
Pinsir,Struggle Bug
Tauros,Retaliate
Magikarp,Aqua Jet
Mega Gyarados,Whirlpool
Gyarados,Aqua Tail
Lapras Gigantamax,Bubble Beam
Lapras,Water Gun
Ditto,Relic Song
Partner Eevee,Follow Me
Eevee Gigantamax,Growl
Eevee,Harden
Vaporeon,Rain Dance
Jolteon,Stoked Sparksurfer
Flareon,Searing Shot
Porygon,Guillotine
Omanyte,Sandstorm
Omastar,Rock Slide
Kabuto,Power Gem
Kabutops,Rock Slide
Aerodactyl,G-Max Volcalith
Mega Aerodactyl,Max Rockfall
Snorlax Gigantamax,Hold Hands
Snorlax,Growth
Galarian Articuno,Heart Swap
Articuno,Icicle Crash
Galarian Zapdos,Drain Punch
Zapdos,Eerie Impulse
Galarian Moltres,Lash Out
Moltres,Fusion Flare
Dratini,Max Wyrmwind
Dragonair,Draco Meteor
Dragonite,Dragon Pulse
Mega Mewtwo Y,Heal Block
Mega Mewtwo X,Dream Eater
Mewtwo,Trick Room
Mew,Luster Purge
Chikorita,Petal Blizzard
Bayleef,Power Whip
Meganium,Synthesis
Cyndaquil,Fusion Flare
Quilava,Flare Blitz
Hisuian Typhlosion,Fire Blast
Typhlosion,Sacred Fire
Totodile,G-Max Stonesurge
Croconaw,Splishy Splash
Feraligatr,Surging Strikes
Sentret,Mean Look
Furret,Trump Card
Hoothoot,Reflect Type
Noctowl,Sweet Scent
Ledyba,Bug Buzz
Ledian,G-Max Befuddle
Spinarak,Sticky Web
Ariados,Bug Bite
Crobat,Gastro Acid
Chinchou,Life Dew
Lanturn,Water Sport
Pichu,Zap Cannon
Cleffa,Floral Healing
Igglybuff,Encore
Togepi,Fairy Lock
Togetic,Play Rough
Natu,Hypnosis
Xatu,Mist Ball
Mareep,Catastropika
Flaaffy,Max Lightning
Ampharos,Magnet Rise
Mega Ampharos,Wild Charge
Bellossom,Sappy Seed
Marill,Max Geyser
Azumarill,Dive
Sudowoodo,G-Max Volcalith
Politoed,G-Max Cannonade
Hoppip,Spore
Skiploom,G-Max Tartness
Jumpluff,G-Max Drum Solo
Aipom,Flail
Sunkern,Max Overgrowth
Sunflora,Cotton Spore
Yanma,Struggle Bug
Wooper,Brine
Quagsire,Aqua Tail
Espeon,Freezing Glare
Umbreon,Quash
Murkrow,Torment
Slowking,Water Shuriken
Galarian Slowking,Acid Spray
Misdreavus,Astonish
Unown,Lunar Dance
Wobbuffet,Instruct
Girafarig,Sharpen
Pineco,Fell Stinger
Forretress,Defend Order
Dunsparce,Tackle
Gligar,Mud Sport
Steelix,Behemoth Bash
Mega Steelix,Behemoth Bash
Snubbull,Play Rough
Granbull,Fairy Wind
Hisuian Qwilfish,Fiery Wrath
Qwilfish,G-Max Foam Burst
Mega Scizor,First Impression
Scizor,Skitter Smack
Shuckle,Quiver Dance
Heracross,Quiver Dance
Mega Heracross,Spider Web
Hisuian Sneasel,Toxic Spikes
Sneasel,Flatter
Teddiursa,Yawn
Ursaring,Bide
Slugma,Ember
Magcargo,Fusion Flare
Swinub,Ice Fang
Piloswine,Sheer Cold
Corsola,Bubble Beam
Galarian Corsola,Spectral Thief
Remoraid,Aqua Tail
Octillery,Surf
Delibird,Sheer Cold
Mantine,Liquidation
Skarmory,Mirror Shot
Houndour,Knock Off
Houndoom,Taunt
Mega Houndoom,Sucker Punch
Kingdra,Oceanic Operetta
Phanpy,Bonemerang
Donphan,Bonemerang
Porygon2,Dizzy Punch
Stantler,Comet Punch
Smeargle,Extreme Evoboost
Tyrogue,Drain Punch
Hitmontop,Thunderous Kick
Smoochum,Sheer Cold
Elekid,Stoked Sparksurfer
Magby,Magma Storm
Miltank,Crush Grip
Blissey,Spit Up
Raikou,Thunder Punch
Entei,G-Max Wildfire
Suicune,Surging Strikes
Larvitar,Sandstorm
Pupitar,Rock Throw
Mega Tyranitar,Rollout
Tyranitar,Rollout
Lugia,Confusion
Ho-oh,Inferno
Celebi,Luster Purge
Treecko,Grassy Terrain
Grovyle,Giga Drain
Mega Sceptile,Spiky Shield
Sceptile,Grass Knot
Torchic,V Create
Combusken,Sacred Fire
Blaziken,Blast Burn
Mega Blaziken,Burning Jealousy
Mudkip,Dive
Marshtomp,Water Pulse
Mega Swampert,Surging Strikes
Swampert,Hydro Pump
Poochyena,Fling
Mightyena,Snatch
Zigzagoon,Double Edge
Galarian Zigzagoon,Payback
Linoone,Bide
Galarian Linoone,Fling
Wurmple,Steamroller
Silcoon,Fury Cutter
Beautifly,Powder
Cascoon,Bug Bite
Dustox,Quiver Dance
Lotad,G-Max Hydrosnipe
Lombre,Steam Eruption
Ludicolo,Dive
Seedot,Seed Bomb
Nuzleaf,Leafage
Shiftry,Grass Whistle
Taillow,Frustration
Swellow,Spike Cannon
Wingull,Hydro Cannon
Pelipper,Origin Pulse
Ralts,G-Max Gravitas
Kirlia,Gravity
Gardevoir,Ally Switch
Mega Gardevoir,Hypnosis
Surskit,G-Max Befuddle
Masquerain,Fell Stinger
Shroomish,Grav Apple
Breloom,Solar Beam
Slakoth,Rapid Spin
Vigoroth,Copycat
Slaking,Bind
Nincada,Attack Order
Ninjask,Twineedle
Shedinja,Bug Bite
Whismur,Refresh
Loudred,Stuff Cheeks
Exploud,Whirlwind
Makuhita,Reversal
Hariyama,Hammer Arm
Azurill,Howl
Nosepass,Power Gem
Skitty,Pain Split
Delcatty,Trump Card
Mega Sableye,Darkest Lariat
Sableye,Malicious Moonsault
Mawile,Max Steelspike
Mega Mawile,Autotomize
Aron,Searing Sunraze Smash
Lairon,Iron Defense
Aggron,Doom Desire
Mega Aggron,Anchor Shot
Meditite,Mach Punch
Medicham,Vacuum Wave
Mega Medicham,Mat Block
Electrike,Stoked Sparksurfer
Manectric,Zippy Zap
Mega Manectric,Rising Voltage
Plusle,Electro Ball
Minun,Rising Voltage
Volbeat,Megahorn
Illumise,Pollen Puff
Roselia,Leech Seed
Gulpin,Poison Fang
Swalot,Purify
Carvanha,Snipe Shot
Mega Sharpedo,Rain Dance
Sharpedo,Bubble Beam
Wailmer,Life Dew
Wailord,G-Max Rapid Flow
Numel,Sacred Fire
Camerupt,Flame Charge
Mega Camerupt,Mystical Fire
Torkoal,Burning Jealousy
Spoink,Instruct
Grumpig,Cosmic Power
Spinda,Tail Slap
Trapinch,Max Quake
Vibrava,Scorching Sands
Flygon,High Horsepower
Cacnea,Solar Blade
Cacturne,Needle Arm
Swablu,Baton Pass
Altaria,Outrage
Mega Altaria,Draco Meteor
Zangoose,Take Down
Seviper,Poison Powder
Lunatone,Rock Tomb
Solrock,Stealth Rock
Barboach,Life Dew
Whiscash,G-Max Stonesurge
Corphish,Dive
Crawdaunt,Withdraw
Baltoy,Bone Club
Claydol,Mud Bomb
Lileep,Rock Blast
Cradily,Rock Blast
Anorith,Head Smash
Armaldo,G-Max Volcalith
Feebas,Oceanic Operetta
Milotic,Splishy Splash
Castform,Wrap
Castform Sunny Form,Ember
Castform Rainy Form,Steam Eruption
Castform Snowy Form,Icy Wind
Kecleon,Sweet Scent
Shuppet,Spectral Thief
Mega Banette,Destiny Bond
Banette,Destiny Bond
Duskull,Spirit Shackle
Dusclops,Curse
Tropius,Sleep Powder
Chimecho,Miracle Eye
Absol,Knock Off
Mega Absol,G-Max One Blow
Wynaut,Miracle Eye
Snorunt,Freeze Dry
Mega Glalie,Freezy Frost
Glalie,Ice Punch
Spheal,Avalanche
Sealeo,Ice Fang
Walrein,Avalanche
Clamperl,Crabhammer
Huntail,G-Max Rapid Flow
Gorebyss,Withdraw
Relicanth,Sparkling Aria
Luvdisc,G-Max Cannonade
Bagon,Outrage
Shelgon,Breaking Swipe
Mega Salamence,Max Wyrmwind
Salamence,Spacial Rend
Beldum,Steel Wing
Metang,Steel Beam
Mega Metagross,Metal Burst
Metagross,Iron Tail
Regirock,Splintered Stormshards
Regice,Powder Snow
Registeel,Magnet Bomb
Mega Latias,Dragon Pulse
Latias,Max Wyrmwind
Latios,Dragon Pulse
Mega Latios,Max Wyrmwind
Primal Kyogre,Splishy Splash
Kyogre,G-Max Stonesurge
Primal Groudon,Drill Run
Groudon,Sand Attack
Mega Rayquaza,Draco Meteor
Rayquaza,Dragon Claw
Jirachi,Mirror Shot
Deoxys Defense Forme,Stored Power
Deoxys Attack Forme,Skill Swap
Deoxys Normal Forme,Guard Swap
Deoxys Speed Forme,Prismatic Laser
Turtwig,Needle Arm
Grotle,Seed Flare
Torterra,Spore
Chimchar,Lava Plume
Monferno,Sacred Fire
Infernape,Fire Pledge
Piplup,Octazooka
Prinplup,Water Gun
Empoleon,G-Max Hydrosnipe
Starly,Headbutt
Staravia,Transform
Staraptor,Court Change
Bidoof,Soft Boiled
Bibarel,Spotlight
Kricketot,Signal Beam
Kricketune,Sticky Web
Shinx,Thunderbolt
Luxio,Stoked Sparksurfer
Luxray,Electroweb
Budew,Giga Drain
Roserade,Leafage
Cranidos,Tar Shot
Rampardos,Power Gem
Shieldon,Sandstorm
Bastiodon,Ancient Power
Burmy Plant Cloak,Signal Beam
Burmy Sandy Cloak,Attack Order
Burmy Trash Cloak,Struggle Bug
Wormadam Plant Cloak,Fury Cutter
Wormadam Sandy Cloak,Steamroller
Wormadam Trash Cloak,Fell Stinger
Mothim,Fury Cutter
Combee,Powder
Vespiquen,First Impression
Pachirisu,Eerie Impulse
Buizel,Flip Turn
Floatzel,Soak
Cherubi,Wood Hammer
Cherrim,Snap Trap
Shellos,Flip Turn
Gastrodon,Steam Eruption
Ambipom,Morning Sun
Drifloon,Spirit Shackle
Drifblim,Ominous Wind
Buneary,Guillotine
Mega Lopunny,Court Change
Lopunny,Judgment
Mismagius,Shadow Ball
Honchkrow,Snatch
Glameow,Pound
Purugly,Soft Boiled
Chingling,Guard Split
Stunky,Max Ooze
Skuntank,Gastro Acid
Bronzor,Bullet Punch
Bronzong,Doom Desire
Bonsly,Rock Throw
Mime Jr.,Psychic Fangs
Happiny,Wring Out
Chatot,Swagger
Spiritomb,Shadow Force
Gible,Dragon Breath
Gabite,Clangorous Soul
Garchomp,Dragon Hammer
Mega Garchomp,Core Enforcer
Munchlax,Minimize
Riolu,Low Sweep
Mega Lucario,G-Max Chi Strike
Lucario,Revenge
Hippopotas,Stomping Tantrum
Hippowdon,Sand Attack
Skorupi,Poison Powder
Drapion,Poison Tail
Croagunk,Poison Fang
Toxicroak,Coil
Carnivine,Grassy Terrain
Finneon,Whirlpool
Lumineon,Whirlpool
Mantyke,Rain Dance
Snover,Trop Kick
Abomasnow,Absorb
Mega Abomasnow,Power Whip
Weavile,Hone Claws
Magnezone,Bolt Beak
Lickilicky,Slash
Rhyperior,Magnitude
Tangrowth,Wood Hammer
Electivire,Parabolic Charge
Magmortar,Overheat
Togekiss,Dazzling Gleam
Yanmega,Defend Order
Leafeon,Grass Knot
Glaceon,Ice Burn
Gliscor,Sand Tomb
Mamoswine,Ice Shard
Porygon-Z,Lucky Chant
Gallade,Guard Split
Mega Gallade,Psycho Shift
Probopass,Power Gem
Dusknoir,Poltergeist
Froslass,Ice Burn
Fan Rotom,Volt Tackle
Frost Rotom,Stoked Sparksurfer
Wash Rotom,Nuzzle
Heat Rotom,Overdrive
Rotom,Electric Terrain
Mow Rotom,Charge
Uxie,Miracle Eye
Mesprit,Telekinesis
Azelf,Rest
Dialga,Steel Beam
Dialga Origin Forme,Gear Grind
Palkia Origin Forme,Splishy Splash
Palkia,Razor Shell
Heatran,Fire Punch
Regigigas,Focus Energy
Giratina Origin Forme,Ominous Wind
Giratina Altered Forme,Menacing Moonraze Maelstrom
Cresselia,Power Split
Phione,Water Sport
Manaphy,Bubble
Darkrai,Crunch
Shaymin Land Forme,Aromatherapy
Shaymin Sky Forme,Cotton Spore
Arceus,Splash
Victini,Psycho Boost
Snivy,Leaf Blade
Servine,Worry Seed
Serperior,Leech Seed
Tepig,Sunny Day
Pignite,Shell Trap
Emboar,Fire Fang
Oshawott,Razor Shell
Dewott,Soak
Samurott,Water Gun
Hisuian Samurott,Surging Strikes
Patrat,Weather Ball
Watchog,Mimic
Lillipup,Simple Beam
Herdier,Rage
Stoutland,Camouflage
Purrloin,Taunt
Liepard,Beat Up
Pansage,Power Whip
Simisage,Worry Seed
Pansear,Fire Pledge
Simisear,Fire Fang
Panpour,Surf
Simipour,G-Max Foam Burst
Munna,Hyperspace Hole
Musharna,Magic Room
Pidove,Tail Slap
Tranquill,Crush Claw
Unfezant,Encore
Blitzle,Volt Tackle
Zebstrika,G-Max Volt Crash
Roggenrola,Rock Blast
Boldore,Rock Polish
Gigalith,Stone Edge
Woobat,Wonder Room
Swoobat,Future Sight
Drilbur,Earth Power
Excadrill,Shore Up
Mega Audino,Psych Up
Audino,Swift
Timburr,Triple Kick
Gurdurr,Bulk Up
Conkeldurr,Triple Kick
Tympole,G-Max Foam Burst
Palpitoad,Origin Pulse
Seismitoad,Life Dew
Throh,Triple Kick
Sawk,Counter
Sewaddle,Fury Cutter
Swadloon,Tail Glow
Leavanny,Heal Order
Venipede,Leech Life
Whirlipede,Twineedle
Scolipede,Fury Cutter
Cottonee,Grassy Glide
Whimsicott,Branch Poke
Petilil,Grass Pledge
Hisuian Lilligant,Grav Apple
Lilligant,Worry Seed
Basculin White-Striped Form,Whirlpool
Basculin Blue-Striped Form,Aqua Tail
Basculin Red-Striped Form,Clamp
Sandile,Shore Up
Krokorok,Drill Run
Krookodile,Shore Up
Galarian Darumaka,Glaciate
Darumaka,G-Max Fireball
Darmanitan Standard Mode,Eruption
Darmanitan Galarian Zen Mode,Icicle Spear
Darmanitan Galarian Standard Mode,Icy Wind
Darmanitan Zen Mode,Magma Storm
Maractus,Strength Sap
Dwebble,Spider Web
Crustle,Powder
Scraggy,Embargo
Scrafty,Beat Up
Sigilyph,Synchronoise
Galarian Yamask,Fissure
Yamask,Sinister Arrow Raid
Cofagrigus,G-Max Terror
Tirtouga,G-Max Hydrosnipe
Carracosta,Steam Eruption
Archen,Accelerock
Archeops,Rock Wrecker
Trubbish,Coil
Garbodor Gigantamax,Cross Poison
Garbodor,Venom Drench
Zorua,Assurance
Hisuian Zorua,Reflect Type
Zoroark,Memento
Hisuian Zoroark,Encore
Minccino,Focus Energy
Cinccino,Baton Pass
Gothita,Meditate
Gothorita,Confusion
Gothitelle,Telekinesis
Solosis,Meditate
Duosion,Hypnosis
Reuniclus,G-Max Gravitas
Ducklett,Hydro Pump
Swanna,Razor Shell
Vanillite,Freeze Shock
Vanillish,Hail
Vanilluxe,Freeze Shock
Deerling,Roar
Sawsbuck,Pay Day
Emolga,Thunder Cage
Karrablast,Silver Wind
Escavalier,Bug Buzz
Foongus,Snap Trap
Amoonguss,Razor Leaf
Frillish,Scald
Jellicent,Hydro Cannon
Alomomola,Water Pulse
Joltik,Fell Stinger
Galvantula,Megahorn
Ferroseed,Giga Drain
Ferrothorn,Spore
Klink,Smart Strike
Klang,Magnet Bomb
Klinklang,Meteor Mash
Tynamo,Magnet Rise
Eelektrik,Rising Voltage
Eelektross,Spark
Elgyem,Kinesis
Beheeyem,Prismatic Laser
Litwick,Phantom Force
Lampent,Poltergeist
Chandelure,Shadow Ball
